Indicator Name,Code,Source
Value traded of top 10 traded companies to total value traded (%),GFDD_AM_01,WORLDBANK
Market cap. outside of top 10 largest companies to total market cap. (%),GFDD_AM_02,WORLDBANK
Corporate bonds to total bonds and notes outstanding (%),GFDD_AM_03,WORLDBANK
Bank private credit to GDP (%),GFDD_DI_01,WORLDBANK
Deposit money bank assets to GDP (%),GFDD_DI_02,WORLDBANK
Non-bank financial institutions assets to GDP (%),GFDD_DI_03,WORLDBANK
Deposit money bank assets to deposit money bank assets and central bank assets (%),GFDD_DI_04,WORLDBANK
Liquid liabilities to GDP (%),GFDD_DI_05,WORLDBANK
Central bank assets to GDP (%),GFDD_DI_06,WORLDBANK
Mutual fund assets to GDP (%),GFDD_DI_07,WORLDBANK
Financial system deposits to GDP (%),GFDD_DI_08,WORLDBANK
Life insurance premium volume to GDP (%),GFDD_DI_09,WORLDBANK
Non-Life insurance premium volume to GDP (%),GFDD_DI_10,WORLDBANK
Insurance company assets to GDP (%),GFDD_DI_11,WORLDBANK
Private credit by deposit money banks and other financial institutions to GDP (%),GFDD_DI_12,WORLDBANK
Pension fund assets to GDP (%),GFDD_DI_13,WORLDBANK
Stock market capitalization to GDP (%),GFDD_DM_01,WORLDBANK
Stock market total value traded to GDP (%),GFDD_DM_02,WORLDBANK
Outstanding domestic private debt securities to GDP (%),GFDD_DM_03,WORLDBANK
Outstanding domestic public debt securities to GDP (%),GFDD_DM_04,WORLDBANK
Outstanding international private debt decurities to GDP (%),GFDD_DM_05,WORLDBANK
Outstanding international public debt securities to GDP (%),GFDD_DM_06,WORLDBANK
International debt issues to GDP (%),GFDD_DM_07,WORLDBANK
Gross portfolio equity liabilities to GDP (%),GFDD_DM_08,WORLDBANK
Gross portfolio equity assets to GDP (%),GFDD_DM_09,WORLDBANK
Gross portfolio debt liabilities to GDP (%),GFDD_DM_10,WORLDBANK
Net interest margin (%),GFDD_EI_01,WORLDBANK
Lending-deposit spread (%),GFDD_EI_02,WORLDBANK
Non-interest income to total income (%),GFDD_EI_03,WORLDBANK
Overhead costs to total assets (%),GFDD_EI_04,WORLDBANK
Return on assets (%),GFDD_EI_05,WORLDBANK
Return on equity (%),GFDD_EI_06,WORLDBANK
Cost to income ratio (%),GFDD_EI_07,WORLDBANK
Credit to government and state-owned enterprises to GDP (%),GFDD_EI_08,WORLDBANK
Stock market turnover ratio (value traded/capitalization) (%),GFDD_EM_01,WORLDBANK
Bank concentration (%),GFDD_OI_01,WORLDBANK
Bank deposits to GDP (%),GFDD_OI_02,WORLDBANK
H-statistic,GFDD_OI_03,WORLDBANK
Lerner index,GFDD_OI_04,WORLDBANK
Boone indicator,GFDD_OI_05,WORLDBANK
5-bank asset concentration (%),GFDD_OI_06,WORLDBANK
Liquid liabilities in millions 2000 USD,GFDD_OI_07,WORLDBANK
Loans from non-resident banks (net) to GDP (%),GFDD_OI_08,WORLDBANK
Loans from non-resident banks (amounts outstanding) to GDP (%),GFDD_OI_09,WORLDBANK
Offshore bank deposits to domestic bank deposits (%),GFDD_OI_10,WORLDBANK
Remittance inflows to GDP (%),GFDD_OI_11,WORLDBANK
Consolidated foreign claims of BIS-reporting banks to GDP (%),GFDD_OI_12,WORLDBANK
Percentage of foreign banks among total banks (%),GFDD_OI_13,WORLDBANK
Percentage of foreign bank assets among total bank assets (%),GFDD_OI_14,WORLDBANK
"Number of listed companies per 10,000 people",GFDD_OM_01,WORLDBANK
Bank Z-score,GFDD_SI_01,WORLDBANK
Bank non-performing loans to gross loans (%),GFDD_SI_02,WORLDBANK
Bank capital to total assets (%),GFDD_SI_03,WORLDBANK
Bank credit to bank deposits (%),GFDD_SI_04,WORLDBANK
Regulatory capital to risk-weighted assets (%),GFDD_SI_05,WORLDBANK
Liquid assets to deposits and short term funding (%),GFDD_SI_06,WORLDBANK
Provisions to non-performing loans (%),GFDD_SI_07,WORLDBANK
Volatility of stock price index,GFDD_SM_01,WORLDBANK
"General Govt. Balance, current US$, millions",GGBALOVRLCD,WORLDBANK
"General Govt. Balance, %GDP",GGBALOVRLCD_,WORLDBANK
"General Govt. Balance, current LCU, millions",GGBALOVRLCN,WORLDBANK
"Gold, $/toz, current$",GOLD,WORLDBANK
"Groundnut oil, $/mt, current$",GRNUT_OIL,WORLDBANK
Control of Corruption (estimate),GV_CONT_CO_ES,WORLDBANK
Control of Corruption (number of surveys/polls),GV_CONT_CO_NO,WORLDBANK
Control of Corruption (standard error),GV_CONT_CO_SD,WORLDBANK
Government Effectiveness (estimate),GV_GOVT_EF_ES,WORLDBANK
Government Effectiveness (number of surveys/polls),GV_GOVT_EF_NO,WORLDBANK
Government Effectiveness (standard error),GV_GOVT_EF_SD,WORLDBANK
Political Stability/No Violence (estimate),GV_POLI_ST_ES,WORLDBANK
Political Stability/No Violence (number of surveys/polls),GV_POLI_ST_NO,WORLDBANK
Political Stability/No Violence (standard error),GV_POLI_ST_SD,WORLDBANK
Regulatory Quality (estimate),GV_REGL_LA_ES,WORLDBANK
Regulatory Quality (number of surveys/polls),GV_REGL_LA_NO,WORLDBANK
Regulatory Quality (standard error),GV_REGL_LA_SD,WORLDBANK
Rule of Law (estimate),GV_RULE_LW_ES,WORLDBANK
Rule of Law (number off surveys/polls),GV_RULE_LW_NO,WORLDBANK
Rule of Law (standard error),GV_RULE_LW_SD,WORLDBANK
Corruption Perceptions Index (rank),GV_TI_RANK_IDX,WORLDBANK
Corruption Perceptions Index (score),GV_TI_SCOR_IDX,WORLDBANK
Voice and Accountability (estimate),GV_VOIC_AC_ES,WORLDBANK
Voice and Accountability (number of surveys/polls),GV_VOIC_AC_NO,WORLDBANK
Voice and Accountability (standard error),GV_VOIC_AC_SD,WORLDBANK
DHS: Gross attendance rate. Post Secondary,HH_DHS_GAR_456,WORLDBANK
DHS: Gross attendance rate. Post Secondary. Female,HH_DHS_GAR_456_F,WORLDBANK
DHS: Gross attendance rate. Post Secondary. Male,HH_DHS_GAR_456_M,WORLDBANK
DHS: Gross attendance rate. Post Secondary. Quintile 1,HH_DHS_GAR_456_Q1,WORLDBANK
DHS: Gross attendance rate. Post Secondary. Quintile 2,HH_DHS_GAR_456_Q2,WORLDBANK
DHS: Gross attendance rate. Post Secondary. Quintile 3,HH_DHS_GAR_456_Q3,WORLDBANK
DHS: Gross attendance rate. Post Secondary. Quintile 4,HH_DHS_GAR_456_Q4,WORLDBANK
DHS: Gross attendance rate. Post Secondary. Quintile 5,HH_DHS_GAR_456_Q5,WORLDBANK
DHS: Gross attendance rate. Post Secondary. Rural,HH_DHS_GAR_456_R,WORLDBANK
DHS: Gross attendance rate. Post Secondary. Urban,HH_DHS_GAR_456_U,WORLDBANK
DHS: Net attendance rate. Primary,HH_DHS_NAR_1,WORLDBANK
DHS: Net attendance rate. Primary. Female,HH_DHS_NAR_1_F,WORLDBANK
DHS: Net attendance rate. Primary. Male,HH_DHS_NAR_1_M,WORLDBANK
DHS: Net attendance rate. Primary. Quintile 1,HH_DHS_NAR_1_Q1,WORLDBANK
DHS: Net attendance rate. Primary. Quintile 2,HH_DHS_NAR_1_Q2,WORLDBANK
DHS: Net attendance rate. Primary. Quintile 3,HH_DHS_NAR_1_Q3,WORLDBANK
DHS: Net attendance rate. Primary. Quintile 4,HH_DHS_NAR_1_Q4,WORLDBANK
DHS: Net attendance rate. Primary. Quintile 5,HH_DHS_NAR_1_Q5,WORLDBANK
DHS: Net attendance rate. Primary. Rural,HH_DHS_NAR_1_R,WORLDBANK
DHS: Net attendance rate. Primary. Urban,HH_DHS_NAR_1_U,WORLDBANK
DHS: Net attendance rate. Secondary,HH_DHS_NAR_23,WORLDBANK
DHS: Net attendance rate. Secondary. Female,HH_DHS_NAR_23_F,WORLDBANK
DHS: Net attendance rate. Secondary. Male,HH_DHS_NAR_23_M,WORLDBANK
DHS: Net attendance rate. Secondary. Quintile 1,HH_DHS_NAR_23_Q1,WORLDBANK
DHS: Net attendance rate. Secondary. Quintile 2,HH_DHS_NAR_23_Q2,WORLDBANK
DHS: Net attendance rate. Secondary. Quintile 3,HH_DHS_NAR_23_Q3,WORLDBANK
DHS: Net attendance rate. Secondary. Quintile 4,HH_DHS_NAR_23_Q4,WORLDBANK
DHS: Net attendance rate. Secondary. Quintile 5,HH_DHS_NAR_23_Q5,WORLDBANK
DHS: Net attendance rate. Secondary. Rural,HH_DHS_NAR_23_R,WORLDBANK
DHS: Net attendance rate. Secondary. Urban,HH_DHS_NAR_23_U,WORLDBANK
DHS: Net intake rate for the first grade of primary education,HH_DHS_NIR_1,WORLDBANK
DHS: Net intake rate for the first grade of primary education. Female,HH_DHS_NIR_1_F,WORLDBANK
DHS: Net intake rate for the first grade of primary education. Male,HH_DHS_NIR_1_M,WORLDBANK
DHS: Net intake rate for the first grade of primary education. Quintile 1,HH_DHS_NIR_1_Q1,WORLDBANK
DHS: Net intake rate for the first grade of primary education. Quintile 2,HH_DHS_NIR_1_Q2,WORLDBANK
DHS: Net intake rate for the first grade of primary education. Quintile 3,HH_DHS_NIR_1_Q3,WORLDBANK
DHS: Net intake rate for the first grade of primary education. Quintile 4,HH_DHS_NIR_1_Q4,WORLDBANK
DHS: Net intake rate for the first grade of primary education. Quintile 5,HH_DHS_NIR_1_Q5,WORLDBANK
DHS: Net intake rate for the first grade of primary education. Rural,HH_DHS_NIR_1_R,WORLDBANK
DHS: Net intake rate for the first grade of primary education. Urban,HH_DHS_NIR_1_U,WORLDBANK
DHS: Proportion of out-of-school. Primary,HH_DHS_OOS_1,WORLDBANK
DHS: Proportion of out-of-school. Primary. Female,HH_DHS_OOS_1_F,WORLDBANK
DHS: Proportion of out-of-school. Primary. Male,HH_DHS_OOS_1_M,WORLDBANK
DHS: Proportion of out-of-school. Primary. Quintile 1,HH_DHS_OOS_1_Q1,WORLDBANK
DHS: Proportion of out-of-school. Primary. Quintile 2,HH_DHS_OOS_1_Q2,WORLDBANK
DHS: Proportion of out-of-school. Primary. Quintile 3,HH_DHS_OOS_1_Q3,WORLDBANK
DHS: Proportion of out-of-school. Primary. Quintile 4,HH_DHS_OOS_1_Q4,WORLDBANK
DHS: Proportion of out-of-school. Primary. Quintile 5,HH_DHS_OOS_1_Q5,WORLDBANK
DHS: Proportion of out-of-school. Primary. Rural,HH_DHS_OOS_1_R,WORLDBANK
DHS: Proportion of out-of-school. Primary. Urban,HH_DHS_OOS_1_U,WORLDBANK
DHS: Typology of out-of-school children. Primary. Dropped out,HH_DHS_OOST_DO,WORLDBANK
DHS: Typology of out-of-school children. Primary. Dropped out. Female,HH_DHS_OOST_DO_F,WORLDBANK
DHS: Typology of out-of-school children. Primary. Dropped out. Male,HH_DHS_OOST_DO_M,WORLDBANK
DHS: Typology of out-of-school children. Primary. Dropped out. Quintile 1,HH_DHS_OOST_DO_Q1,WORLDBANK
DHS: Typology of out-of-school children. Primary. Dropped out. Quintile 2,HH_DHS_OOST_DO_Q2,WORLDBANK
DHS: Typology of out-of-school children. Primary. Dropped out. Quintile 3,HH_DHS_OOST_DO_Q3,WORLDBANK
DHS: Typology of out-of-school children. Primary. Dropped out. Quintile 4,HH_DHS_OOST_DO_Q4,WORLDBANK
DHS: Typology of out-of-school children. Primary. Dropped out. Quintile 5,HH_DHS_OOST_DO_Q5,WORLDBANK
DHS: Typology of out-of-school children. Primary. Dropped out. Rural,HH_DHS_OOST_DO_R,WORLDBANK
DHS: Typology of out-of-school children. Primary. Dropped out. Urban,HH_DHS_OOST_DO_U,WORLDBANK
DHS: Typology of out-of-school children. Primary. Late entry,HH_DHS_OOST_L,WORLDBANK
DHS: Typology of out-of-school children. Primary. Late entry. Female,HH_DHS_OOST_L_F,WORLDBANK
DHS: Typology of out-of-school children. Primary. Late entry. Male,HH_DHS_OOST_L_M,WORLDBANK
DHS: Typology of out-of-school children. Primary. Late entry. Quintile 1,HH_DHS_OOST_L_Q1,WORLDBANK
DHS: Typology of out-of-school children. Primary. Late entry. Quintile 2,HH_DHS_OOST_L_Q2,WORLDBANK
DHS: Typology of out-of-school children. Primary. Late entry. Quintile 3,HH_DHS_OOST_L_Q3,WORLDBANK
DHS: Typology of out-of-school children. Primary. Late entry. Quintile 4,HH_DHS_OOST_L_Q4,WORLDBANK
DHS: Typology of out-of-school children. Primary. Late entry. Quintile 5,HH_DHS_OOST_L_Q5,WORLDBANK
DHS: Typology of out-of-school children. Primary. Late entry. Rural,HH_DHS_OOST_L_R,WORLDBANK
DHS: Typology of out-of-school children. Primary. Late entry. Urban,HH_DHS_OOST_L_U,WORLDBANK
DHS: Typology of out-of-school children. Primary. Never in school,HH_DHS_OOST_X,WORLDBANK
DHS: Typology of out-of-school children. Primary. Never in school. Female,HH_DHS_OOST_X_F,WORLDBANK
DHS: Typology of out-of-school children. Primary. Never in school. Male,HH_DHS_OOST_X_M,WORLDBANK
DHS: Typology of out-of-school children. Primary. Never in school. Quintile 1,HH_DHS_OOST_X_Q1,WORLDBANK
DHS: Typology of out-of-school children. Primary. Never in school. Quintile 2,HH_DHS_OOST_X_Q2,WORLDBANK
DHS: Typology of out-of-school children. Primary. Never in school. Quintile 3,HH_DHS_OOST_X_Q3,WORLDBANK
DHS: Typology of out-of-school children. Primary. Never in school. Quintile 4,HH_DHS_OOST_X_Q4,WORLDBANK
DHS: Typology of out-of-school children. Primary. Never in school. Quintile 5,HH_DHS_OOST_X_Q5,WORLDBANK
DHS: Typology of out-of-school children. Primary. Never in school. Rural,HH_DHS_OOST_X_R,WORLDBANK
DHS: Typology of out-of-school children. Primary. Never in school. Urban,HH_DHS_OOST_X_U,WORLDBANK
DHS: Primary completion rate,HH_DHS_PCR,WORLDBANK
DHS: Primary completion rate. Female,HH_DHS_PCR_F,WORLDBANK
DHS: Primary completion rate. Male,HH_DHS_PCR_M,WORLDBANK
DHS: Primary completion rate. Quintile 1,HH_DHS_PCR_Q1,WORLDBANK
DHS: Primary completion rate. Quintile 2,HH_DHS_PCR_Q2,WORLDBANK
DHS: Primary completion rate. Quintile 3,HH_DHS_PCR_Q3,WORLDBANK
DHS: Primary completion rate. Quintile 4,HH_DHS_PCR_Q4,WORLDBANK
DHS: Primary completion rate. Quintile 5,HH_DHS_PCR_Q5,WORLDBANK
DHS: Primary completion rate. Rural,HH_DHS_PCR_R,WORLDBANK
DHS: Primary completion rate. Urban,HH_DHS_PCR_U,WORLDBANK
DHS: Secondary completion rate,HH_DHS_SCR,WORLDBANK
DHS: Secondary completion rate. Female,HH_DHS_SCR_F,WORLDBANK
DHS: Secondary completion rate. Male,HH_DHS_SCR_M,WORLDBANK
DHS: Secondary completion rate. Quintile 1,HH_DHS_SCR_Q1,WORLDBANK
DHS: Secondary completion rate. Quintile 2,HH_DHS_SCR_Q2,WORLDBANK
DHS: Secondary completion rate. Quintile 3,HH_DHS_SCR_Q3,WORLDBANK
DHS: Secondary completion rate. Quintile 4,HH_DHS_SCR_Q4,WORLDBANK
DHS: Secondary completion rate. Quintile 5,HH_DHS_SCR_Q5,WORLDBANK
DHS: Secondary completion rate. Rural,HH_DHS_SCR_R,WORLDBANK
DHS: Secondary completion rate. Urban,HH_DHS_SCR_U,WORLDBANK
DHS: Transition rate. Primary to Secondary,HH_DHS_TR_12,WORLDBANK
DHS: Transition rate. Primary to Secondary. Female,HH_DHS_TR_12_F,WORLDBANK
DHS: Transition rate. Primary to Secondary. Male,HH_DHS_TR_12_M,WORLDBANK
DHS: Transition rate. Primary to Secondary. Quintile 1,HH_DHS_TR_12_Q1,WORLDBANK
DHS: Transition rate. Primary to Secondary. Quintile 2,HH_DHS_TR_12_Q2,WORLDBANK
DHS: Transition rate. Primary to Secondary. Quintile 3,HH_DHS_TR_12_Q3,WORLDBANK
DHS: Transition rate. Primary to Secondary. Quintile 4,HH_DHS_TR_12_Q4,WORLDBANK
DHS: Transition rate. Primary to Secondary. Quintile 5,HH_DHS_TR_12_Q5,WORLDBANK
DHS: Transition rate. Primary to Secondary. Rural,HH_DHS_TR_12_R,WORLDBANK
DHS: Transition rate. Primary to Secondary. Urban,HH_DHS_TR_12_U,WORLDBANK
DHS: Average years of schooling by age group. Age 15-19,HH_DHS_YRS_1519,WORLDBANK
DHS: Average years of schooling by age group. Age 15-19. Female,HH_DHS_YRS_1519_F,WORLDBANK
DHS: Average years of schooling by age group. Age 15-19. Male,HH_DHS_YRS_1519_M,WORLDBANK
DHS: Average years of schooling by age group. Age 15-19. Quintile 1,HH_DHS_YRS_1519_Q1,WORLDBANK
DHS: Average years of schooling by age group. Age 15-19. Quintile 2,HH_DHS_YRS_1519_Q2,WORLDBANK
DHS: Average years of schooling by age group. Age 15-19. Quintile 3,HH_DHS_YRS_1519_Q3,WORLDBANK
DHS: Average years of schooling by age group. Age 15-19. Quintile 4,HH_DHS_YRS_1519_Q4,WORLDBANK
DHS: Average years of schooling by age group. Age 15-19. Quintile 5,HH_DHS_YRS_1519_Q5,WORLDBANK
DHS: Average years of schooling by age group. Age 15-19. Rural,HH_DHS_YRS_1519_R,WORLDBANK
DHS: Average years of schooling by age group. Age 15-19. Urban,HH_DHS_YRS_1519_U,WORLDBANK
DHS: Gini coefficient of average years of schooling. Age 15+,HH_DHS_YRS_15UP_GIN,WORLDBANK
DHS: Gini coefficient of average years of schooling. Age 15+. Female,HH_DHS_YRS_15UP_GIN_F,WORLDBANK
DHS: Gini coefficient of average years of schooling. Age 15+. Male,HH_DHS_YRS_15UP_GIN_M,WORLDBANK
DHS: Gini coefficient of average years of schooling. Age 15+. Quintile 1,HH_DHS_YRS_15UP_GIN_Q1,WORLDBANK
DHS: Gini coefficient of average years of schooling. Age 15+. Quintile 2,HH_DHS_YRS_15UP_GIN_Q2,WORLDBANK
DHS: Gini coefficient of average years of schooling. Age 15+. Quintile 3,HH_DHS_YRS_15UP_GIN_Q3,WORLDBANK
DHS: Gini coefficient of average years of schooling. Age 15+. Quintile 4,HH_DHS_YRS_15UP_GIN_Q4,WORLDBANK
DHS: Gini coefficient of average years of schooling. Age 15+. Quintile 5,HH_DHS_YRS_15UP_GIN_Q5,WORLDBANK
DHS: Gini coefficient of average years of schooling. Age 15+. Rural,HH_DHS_YRS_15UP_GIN_R,WORLDBANK
DHS: Gini coefficient of average years of schooling. Age 15+. Urban,HH_DHS_YRS_15UP_GIN_U,WORLDBANK
MICS: Gross attendance rate. Post Secondary,HH_MICS_GAR_456,WORLDBANK
MICS: Gross attendance rate. Post Secondary. Female,HH_MICS_GAR_456_F,WORLDBANK
MICS: Gross attendance rate. Post Secondary. Male,HH_MICS_GAR_456_M,WORLDBANK
MICS: Gross attendance rate. Post Secondary. Quintile 1,HH_MICS_GAR_456_Q1,WORLDBANK
MICS: Gross attendance rate. Post Secondary. Quintile 2,HH_MICS_GAR_456_Q2,WORLDBANK
MICS: Gross attendance rate. Post Secondary. Quintile 3,HH_MICS_GAR_456_Q3,WORLDBANK
MICS: Gross attendance rate. Post Secondary. Quintile 4,HH_MICS_GAR_456_Q4,WORLDBANK
MICS: Gross attendance rate. Post Secondary. Quintile 5,HH_MICS_GAR_456_Q5,WORLDBANK
MICS: Gross attendance rate. Post Secondary. Rural,HH_MICS_GAR_456_R,WORLDBANK
MICS: Gross attendance rate. Post Secondary. Urban,HH_MICS_GAR_456_U,WORLDBANK
MICS: Net attendance rate. Primary,HH_MICS_NAR_1,WORLDBANK
MICS: Net attendance rate. Primary. Female,HH_MICS_NAR_1_F,WORLDBANK
MICS: Net attendance rate. Primary. Male,HH_MICS_NAR_1_M,WORLDBANK
MICS: Net attendance rate. Primary. Quintile 1,HH_MICS_NAR_1_Q1,WORLDBANK
MICS: Net attendance rate. Primary. Quintile 2,HH_MICS_NAR_1_Q2,WORLDBANK
MICS: Net attendance rate. Primary. Quintile 3,HH_MICS_NAR_1_Q3,WORLDBANK
MICS: Net attendance rate. Primary. Quintile 4,HH_MICS_NAR_1_Q4,WORLDBANK
MICS: Net attendance rate. Primary. Quintile 5,HH_MICS_NAR_1_Q5,WORLDBANK
MICS: Net attendance rate. Primary. Rural,HH_MICS_NAR_1_R,WORLDBANK
MICS: Net attendance rate. Primary. Urban,HH_MICS_NAR_1_U,WORLDBANK
MICS: Net attendance rate. Secondary,HH_MICS_NAR_23,WORLDBANK
MICS: Net attendance rate. Secondary. Female,HH_MICS_NAR_23_F,WORLDBANK
MICS: Net attendance rate. Secondary. Male,HH_MICS_NAR_23_M,WORLDBANK
MICS: Net attendance rate. Secondary. Quintile 1,HH_MICS_NAR_23_Q1,WORLDBANK
MICS: Net attendance rate. Secondary. Quintile 2,HH_MICS_NAR_23_Q2,WORLDBANK
MICS: Net attendance rate. Secondary. Quintile 3,HH_MICS_NAR_23_Q3,WORLDBANK
MICS: Net attendance rate. Secondary. Quintile 4,HH_MICS_NAR_23_Q4,WORLDBANK
MICS: Net attendance rate. Secondary. Quintile 5,HH_MICS_NAR_23_Q5,WORLDBANK
MICS: Net attendance rate. Secondary. Rural,HH_MICS_NAR_23_R,WORLDBANK
MICS: Net attendance rate. Secondary. Urban,HH_MICS_NAR_23_U,WORLDBANK
MICS: Net intake rate for the first grade of primary education,HH_MICS_NIR_1,WORLDBANK
MICS: Net intake rate for the first grade of primary education. Female,HH_MICS_NIR_1_F,WORLDBANK
MICS: Net intake rate for the first grade of primary education. Male,HH_MICS_NIR_1_M,WORLDBANK
MICS: Net intake rate for the first grade of primary education. Quintile 1,HH_MICS_NIR_1_Q1,WORLDBANK
MICS: Net intake rate for the first grade of primary education. Quintile 2,HH_MICS_NIR_1_Q2,WORLDBANK
MICS: Net intake rate for the first grade of primary education. Quintile 3,HH_MICS_NIR_1_Q3,WORLDBANK
MICS: Net intake rate for the first grade of primary education. Quintile 4,HH_MICS_NIR_1_Q4,WORLDBANK
MICS: Net intake rate for the first grade of primary education. Quintile 5,HH_MICS_NIR_1_Q5,WORLDBANK
MICS: Net intake rate for the first grade of primary education. Rural,HH_MICS_NIR_1_R,WORLDBANK
MICS: Net intake rate for the first grade of primary education. Urban,HH_MICS_NIR_1_U,WORLDBANK
MICS: Proportion of out-of-school. Primary,HH_MICS_OOS_1,WORLDBANK
MICS: Proportion of out-of-school. Primary. Female,HH_MICS_OOS_1_F,WORLDBANK
MICS: Proportion of out-of-school. Primary. Male,HH_MICS_OOS_1_M,WORLDBANK
MICS: Proportion of out-of-school. Primary. Quintile 1,HH_MICS_OOS_1_Q1,WORLDBANK
MICS: Proportion of out-of-school. Primary. Quintile 2,HH_MICS_OOS_1_Q2,WORLDBANK
MICS: Proportion of out-of-school. Primary. Quintile 3,HH_MICS_OOS_1_Q3,WORLDBANK
MICS: Proportion of out-of-school. Primary. Quintile 4,HH_MICS_OOS_1_Q4,WORLDBANK
MICS: Proportion of out-of-school. Primary. Quintile 5,HH_MICS_OOS_1_Q5,WORLDBANK
MICS: Proportion of out-of-school. Primary. Rural,HH_MICS_OOS_1_R,WORLDBANK
MICS: Proportion of out-of-school. Primary. Urban,HH_MICS_OOS_1_U,WORLDBANK
MICS: Typology of out-of-school children. Primary. Dropped out,HH_MICS_OOST_DO,WORLDBANK
MICS: Typology of out-of-school children. Primary. Dropped out. Female,HH_MICS_OOST_DO_F,WORLDBANK
MICS: Typology of out-of-school children. Primary. Dropped out. Male,HH_MICS_OOST_DO_M,WORLDBANK
MICS: Typology of out-of-school children. Primary. Dropped out. Quintile 1,HH_MICS_OOST_DO_Q1,WORLDBANK
MICS: Typology of out-of-school children. Primary. Dropped out. Quintile 2,HH_MICS_OOST_DO_Q2,WORLDBANK
MICS: Typology of out-of-school children. Primary. Dropped out. Quintile 3,HH_MICS_OOST_DO_Q3,WORLDBANK
MICS: Typology of out-of-school children. Primary. Dropped out. Quintile 4,HH_MICS_OOST_DO_Q4,WORLDBANK
MICS: Typology of out-of-school children. Primary. Dropped out. Quintile 5,HH_MICS_OOST_DO_Q5,WORLDBANK
MICS: Typology of out-of-school children. Primary. Dropped out. Rural,HH_MICS_OOST_DO_R,WORLDBANK
MICS: Typology of out-of-school children. Primary. Dropped out. Urban,HH_MICS_OOST_DO_U,WORLDBANK
MICS: Typology of out-of-school children. Primary. Late entry,HH_MICS_OOST_L,WORLDBANK
MICS: Typology of out-of-school children. Primary. Late entry. Female,HH_MICS_OOST_L_F,WORLDBANK
MICS: Typology of out-of-school children. Primary. Late entry. Male,HH_MICS_OOST_L_M,WORLDBANK
MICS: Typology of out-of-school children. Primary. Late entry. Quintile 1,HH_MICS_OOST_L_Q1,WORLDBANK
MICS: Typology of out-of-school children. Primary. Late entry. Quintile 2,HH_MICS_OOST_L_Q2,WORLDBANK
MICS: Typology of out-of-school children. Primary. Late entry. Quintile 3,HH_MICS_OOST_L_Q3,WORLDBANK
MICS: Typology of out-of-school children. Primary. Late entry. Quintile 4,HH_MICS_OOST_L_Q4,WORLDBANK
MICS: Typology of out-of-school children. Primary. Late entry. Quintile 5,HH_MICS_OOST_L_Q5,WORLDBANK
MICS: Typology of out-of-school children. Primary. Late entry. Rural,HH_MICS_OOST_L_R,WORLDBANK
MICS: Typology of out-of-school children. Primary. Late entry. Urban,HH_MICS_OOST_L_U,WORLDBANK
MICS: Typology of out-of-school children. Primary. Never in school,HH_MICS_OOST_X,WORLDBANK
MICS: Typology of out-of-school children. Primary. Never in school. Female,HH_MICS_OOST_X_F,WORLDBANK
MICS: Typology of out-of-school children. Primary. Never in school. Male,HH_MICS_OOST_X_M,WORLDBANK
MICS: Typology of out-of-school children. Primary. Never in school. Quintile 1,HH_MICS_OOST_X_Q1,WORLDBANK
MICS: Typology of out-of-school children. Primary. Never in school. Quintile 2,HH_MICS_OOST_X_Q2,WORLDBANK
MICS: Typology of out-of-school children. Primary. Never in school. Quintile 3,HH_MICS_OOST_X_Q3,WORLDBANK
MICS: Typology of out-of-school children. Primary. Never in school. Quintile 4,HH_MICS_OOST_X_Q4,WORLDBANK
MICS: Typology of out-of-school children. Primary. Never in school. Quintile 5,HH_MICS_OOST_X_Q5,WORLDBANK
MICS: Typology of out-of-school children. Primary. Never in school. Rural,HH_MICS_OOST_X_R,WORLDBANK
MICS: Typology of out-of-school children. Primary. Never in school. Urban,HH_MICS_OOST_X_U,WORLDBANK
MICS: Primary completion rate,HH_MICS_PCR,WORLDBANK
MICS: Primary completion rate. Female,HH_MICS_PCR_F,WORLDBANK
MICS: Primary completion rate. Male,HH_MICS_PCR_M,WORLDBANK
MICS: Primary completion rate. Quintile 1,HH_MICS_PCR_Q1,WORLDBANK
MICS: Primary completion rate. Quintile 2,HH_MICS_PCR_Q2,WORLDBANK
MICS: Primary completion rate. Quintile 3,HH_MICS_PCR_Q3,WORLDBANK
MICS: Primary completion rate. Quintile 4,HH_MICS_PCR_Q4,WORLDBANK
MICS: Primary completion rate. Quintile 5,HH_MICS_PCR_Q5,WORLDBANK
MICS: Primary completion rate. Rural,HH_MICS_PCR_R,WORLDBANK
MICS: Primary completion rate. Urban,HH_MICS_PCR_U,WORLDBANK
MICS: Secondary completion rate,HH_MICS_SCR,WORLDBANK
MICS: Secondary completion rate. Female,HH_MICS_SCR_F,WORLDBANK
MICS: Secondary completion rate. Male,HH_MICS_SCR_M,WORLDBANK
MICS: Secondary completion rate. Quintile 1,HH_MICS_SCR_Q1,WORLDBANK
MICS: Secondary completion rate. Quintile 2,HH_MICS_SCR_Q2,WORLDBANK
MICS: Secondary completion rate. Quintile 3,HH_MICS_SCR_Q3,WORLDBANK
MICS: Secondary completion rate. Quintile 4,HH_MICS_SCR_Q4,WORLDBANK
MICS: Secondary completion rate. Quintile 5,HH_MICS_SCR_Q5,WORLDBANK
MICS: Secondary completion rate. Rural,HH_MICS_SCR_R,WORLDBANK
MICS: Secondary completion rate. Urban,HH_MICS_SCR_U,WORLDBANK
MICS: Transition rate. Primary to Secondary,HH_MICS_TR_12,WORLDBANK
